movieId,avg_sentiment,review_count,weighted_sentiment,sentiment_score
1,0.7597496389022629,2077,5.803849941684244,0.8974683246004682
2,0.19258202567760344,701,1.2621697711034017,0.49749372964241223
3,0.01882845188284519,478,0.11620356773367832,0.39657130648336214
4,-0.18235294117647058,170,-0.9375974720681322,0.30376564244929566
5,0.0472972972972973,296,0.2692981417001277,0.41005396882694933
6,0.6170212765957447,940,4.224709596765447,0.7583973208930358
7,0.3165938864628821,458,1.940419826329212,0.5572255427446386
8,0.029411764705882353,68,0.12453254425286057,0.39730481894671316
9,-0.20588235294117646,102,-0.9542089093413956,0.3023027140515448
10,0.43355855855855857,888,2.943904769901862,0.6455999920182534
11,0.6050338818973863,1033,4.199655164005551,0.756190838662086
12,-0.36875,160,-1.873767859588021,0.221319420457379
13,0.25252525252525254,99,1.162921764138407,0.4887532019312455
14,0.45098039215686275,153,2.271566859912029,0.5863888469964019
15,-0.2808219178082192,146,-1.4014228497118368,0.2629176829747336
16,0.5689149560117303,682,3.7130205359434996,0.7133341246397092
17,0.704191616766467,835,4.738243861669226,0.8036230197285625
18,0.267515923566879,157,1.3543247859053031,0.5056095949905506
19,-0.32904884318766064,389,-1.9631536827964846,0.21344743099753444
20,-0.30625,160,-1.5561800867764919,0.2492885939841174
21,0.4690265486725664,1356,3.3831033448783017,0.6842791295916705
22,0.291005291005291,378,1.7278544512144627,0.5385054333092893
23,-0.06349206349206349,126,-0.3075674340608629,0.35925083731081275
24,0.15544871794871795,624,1.0007402404237675,0.47447027428749927
25,0.47244897959183674,980,3.254499029366085,0.6729532640364395
26,0.46,100,2.1229554377469797,0.5733010047983449
27,-0.03278688524590164,61,-0.13531588147688825,0.3744206076134319
28,0.7206703910614525,179,3.7424102444962966,0.7159224039400627
29,0.674937965260546,403,4.050582746415467,0.7430623977315161
30,0.43243243243243246,74,1.8670218869346207,0.5507615668640224
31,0.11347517730496454,141,0.5623633540540438,0.4358635008073933
32,0.6326935804103243,1511,4.632069000822596,0.7942724610439275
33,0.0,4,0.0,0.3863375442651356
34,0.6036550542547116,1751,4.508405784107155,0.7833817458990425
35,0.24285714285714285,70,1.035222255852891,0.47750702052162197
36,0.6713362068965517,928,4.587984638233859,0.7903900597280816
37,0.375,8,0.8239592165010823,0.4589016045916974
38,-0.10714285714285714,28,-0.36078169606997934,0.3545643882228827
39,0.4897209985315712,1362,3.534533604215556,0.6976152198419588
40,0.7,30,2.403791043139602,0.5980335053923594
41,0.7231404958677686,242,3.972255175969405,0.7361642813766593
42,-0.08144796380090498,221,-0.4400370718267015,0.34758456233776563
43,0.35542168674698793,166,1.8190459935698104,0.5465364480102907
44,-0.1189710610932476,311,-0.6832511831155976,0.32616529413808115
45,0.31433823529411764,544,1.9805778876606888,0.5607621643718951
46,0.10843373493975904,166,0.5549631844789253,0.4352117860856914
47,0.7247141600703606,1137,5.099833557169298,0.8354673342920319
48,0.010471204188481676,382,0.062283088891943936,0.39182266261707493
49,0.48148148148148145,27,1.6043947641584313,0.5276326425205956
50,0.8799775659001683,1783,6.588051760132692,0.9665310487286568
52,0.494199535962877,431,2.9990131097354884,0.6504532478786162
53,1.0,8,2.1972245773362196,0.579841705135967
54,-0.3170731707317073,41,-1.1851147570166778,0.2819674043360753
55,0.1111111111111111,45,0.4254045996098994,0.4238018803767872
56,-0.4444444444444444,9,-1.023371152441798,0.29621176551895884
57,0.30303030303030304,99,1.3955061169660885,0.5092363334644675
58,0.716566866267465,501,4.456042800337985,0.7787702667905981
59,-0.125,8,-0.27465307216702745,0.36214952415628165
60,0.19607843137254902,357,1.1530456836079805,0.48788343982524823
61,0.029850746268656716,67,0.12595545388585394,0.39743013109612535
62,0.5231053604436229,541,3.293087390771571,0.6763516460544495
63,-0.08108108108108109,111,-0.3825809895644671,0.3526445780957169
64,-0.5063291139240507,79,-2.218747663126016,0.19093789819990742
65,-0.5594405594405595,143,-2.7803151326299305,0.14148203325120437
66,-0.8041237113402062,97,-3.686881065322728,0.06164300273549983
67,0.25,4,0.40235947810852507,0.42177235324319934
68,0.38333333333333336,60,1.575834981266436,0.525117452730634
69,0.47648902821316613,319,2.748541665707377,0.6283948442458279
70,0.12691466083150985,914,0.865421434980263,0.46255308012925195
71,-0.5416666666666666,96,-2.4779684466893324,0.16810896176751494
72,0.5053763440860215,93,2.2960737071687114,0.5885471047197626
73,0.5758928571428571,224,3.119093535198081,0.6610284354155778
74,0.025,120,0.11989476363991854,0.39689638102231206
75,-0.5833333333333334,12,-1.4962204585192298,0.2545690908762988
76,-0.11235955056179775,178,-0.5828523377349163,0.3350071733561545
77,0.5882352941176471,34,2.0913812126408318,0.5705203405015169
78,0.22,50,0.8650016391993517,0.46251610974799906
79,-0.2543859649122807,114,-1.2070441379169672,0.2800361377312425
80,0.6346153846153846,52,2.5196083297542313,0.6082332487831194
81,0.1746987951807229,166,0.8941073527716019,0.46507937830936436
82,0.5393258426966292,89,2.4268636424253116,0.6000654524267873
83,0.5151515151515151,33,1.8166099672265075,0.5463219131656133
84,0.047619047619047616,21,0.14719249777896742,0.3993004252846676
85,0.33505154639175255,194,1.7667266562198118,0.5419288127345633
86,0.326271186440678,236,1.7840704697771406,0.5434562397091786
87,-0.5526315789473685,76,-2.4005240489191415,0.17492929927841042
88,-0.010416666666666666,192,-0.054819689467759225,0.3815097091320885
89,0.10480349344978165,229,0.5699297092321253,0.4365298510861437
90,0.5,6,0.9729550745276566,0.4720233031099322
92,-0.3977272727272727,88,-1.78525310159801,0.2291146973472392
93,-0.5280898876404494,89,-2.376303983208117,0.1770623008568517
94,0.4945054945054945,182,2.5761195261303733,0.6132100507665694
95,-0.05642633228840126,638,-0.36450871529403017,0.3542361588124992
96,0.6923076923076923,13,1.8270396897336407,0.5472404331579143
97,0.5681818181818182,44,2.1628764146422275,0.5768167469827983
98,-0.8333333333333334,6,-1.6215917908794277,0.24352794619047458
99,0.42,50,1.6513667657442168,0.5317693510960567
100,0.0390625,128,0.18983642204537782,0.403055970742572
101,0.6086956521739131,253,3.370551292967805,0.6831737012721437
102,-0.7333333333333333,60,-3.014640833727095,0.12084554546157336
103,0.15151515151515152,33,0.5342970491842669,0.4333917704123349
104,0.3841642228739003,682,2.5072458258175176,0.6071445134871415
105,0.1937984496124031,387,1.1552335929502469,0.4880761236162925
106,0.4166666666666667,12,1.068728898942307,0.48045786811430474
107,0.1484375,256,0.8236909813516342,0.458877981782247
108,0.0,7,0.0,0.3863375442651356
110,0.7564469914040115,2443,5.901338992999864,0.9060539454166129
111,0.760483870967742,1240,5.417438255199955,0.8634379983811639
112,0.37543859649122807,570,2.383054896256818,0.5962073239707444
113,0.0,53,0.0,0.3863375442651356
114,0.0,11,0.0,0.3863375442651356
116,0.7560975609756098,41,2.826042882116693,0.6352201856344332
117,0.5063291139240507,79,2.218747663126016,0.5817371903303638
118,0.04411764705882353,68,0.18679881637929088,0.40278845628750193
119,-0.38461538461538464,13,-1.0150220498520226,0.2969470504358141
120,-0.3333333333333333,3,-0.46209812037329684,0.3456417000873738
121,0.8108108108108109,37,2.9493941835619344,0.6460834311691357
122,-0.14948453608247422,194,-0.7882318927749931,0.31691990140954474
123,0.6,115,2.8521541146638185,0.6375197376217225
124,0.21428571428571427,14,0.5802964716647593,0.4374428263396365
125,0.5849056603773585,318,3.372092909176041,0.6833094676174852
126,-0.5959595959595959,99,-2.7444953633666405,0.1446365921731161
127,-1.0,1,-0.6931471805599453,0.3252937779984929
128,0.8333333333333334,12,2.137457797884614,0.5745781919634738
129,0.3076923076923077,13,0.8120176398816181,0.45784993932859275
130,0.5,2,0.5493061443340548,0.4347135844828434
131,0.0625,16,0.1770758340035135,0.40193217715919016
132,-0.34065934065934067,91,-1.5403895152584643,0.25067923075506193
133,-1.0,1,-0.6931471805599453,0.3252937779984929
134,1.0,2,1.0986122886681096,0.4830896247005512
135,-0.10526315789473684,133,-0.515562084205359,0.34093326037444566
136,0.375,8,0.8239592165010823,0.4589016045916974
137,0.07692307692307693,13,0.20300440997040453,0.4042156430309999
138,0.0,2,0.0,0.3863375442651356
139,1.0,1,0.6931471805599453,0.44738131053177826
140,0.1510791366906475,139,0.7465790710416934,0.4520869256236809
141,0.4208211143695015,682,2.746486839731403,0.6282138807793176
142,-1.0,1,-0.6931471805599453,0.3252937779984929
144,0.3418013856812933,433,2.075775037059723,0.5691459430269145
145,0.22375690607734808,362,1.3189133413686545,0.5024909962223739
146,-0.05555555555555555,18,-0.16357994328702444,0.37193146125134163
147,0.4143646408839779,181,2.156356362048396,0.5762425419975562
148,-0.21739130434782608,23,-0.6908812674669447,0.32549333138788694
149,0.6170212765957447,47,2.388613389709124,0.5966968468089143
150,0.7601918465227818,1251,5.422066484115669,0.863845595111098
151,0.4675090252707581,554,2.9541746235745965,0.6465044327557669
152,0.0,69,0.0,0.3863375442651356
153,-0.2277992277992278,777,-1.516397161878475,0.2527921782689386
154,0.5595238095238095,168,2.870300471445053,0.639117842602904
155,0.28735632183908044,87,1.2865910386431627,0.49964445057072654
156,0.3484848484848485,66,1.4652716703938216,0.5153804140527564
157,-0.1497326203208556,187,-0.7840661762526127,0.31728676581130116
158,0.011583011583011582,259,0.06440943974149259,0.39200992510316895
159,0.22413793103448276,116,1.0673838129719109,0.48033940970332323
160,-0.5079646017699115,565,-3.2197814167155996,0.10277931919540433
161,0.5710526315789474,760,3.788724838568384,0.7200012162537577
162,0.6578411405295316,491,4.077614308405327,0.7454430008677767
163,0.34444444444444444,540,2.1677333071582323,0.5772444815532394
164,0.48284960422163586,379,2.868209338384799,0.6389336816608376
165,0.4218181818181818,825,2.8331817953761216,0.635848892155398
166,-0.29508196721311475,61,-1.2178429332919942,0.27908511439980244
167,0.4,5,0.716703787691222,0.44945588294595895
168,0.011049723756906077,362,0.06513152303055084,0.39207351720129546
169,-0.5663716814159292,113,-2.6824486787367054,0.15010089098352192
170,0.1059190031152648,321,0.6116347431417753,0.4402027107810594
171,0.45161290322580644,93,2.051810546831615,0.5670354493522491
172,-0.25109170305676853,458,-1.5389536553645473,0.2508056834020815
173,-0.450354609929078,564,-2.853818680339,0.13500875670624782
174,-0.38271604938271603,81,-1.6865221810517512,0.23780968653012463
175,0.35909090909090907,220,1.9384311519086475,0.5570504050828056
176,0.6682926829268293,205,3.560580659142306,0.6999091198641714
